PassengerId,Passenger_group,HomePlanet_Europa,HomePlanet_Mars,CryoSleep,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Cabin_deck,Cabin_num,Cabin_side,Transported
2592,02,0,1,0,0,1,18.0,0,1102.0,9.0,2628.0,0.0,0.0,D,75,P,0
2593,01,0,0,0,0,1,28.0,0,804.0,2.0,13.0,0.0,62.0,G,421,P,0
2594,01,1,0,1,0,1,34.0,0,0.0,0.0,0.0,0.0,0.0,B,98,S,1
2595,01,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,F,533,P,1
2595,03,0,1,0,0,1,28.0,0,938.0,61.0,0.0,53.0,4.0,D,76,P,0
2595,04,0,1,0,0,1,8.0,0,0.0,0.0,0.0,0.0,0.0,F,533,P,1
2596,01,0,1,0,0,1,20.0,0,59.0,0.0,1646.0,1657.0,0.0,D,77,P,0
2596,02,0,1,1,0,1,20.0,0,0.0,0.0,0.0,0.0,0.0,F,534,P,1
2597,01,0,1,1,0,1,25.0,0,0.0,0.0,0.0,0.0,0.0,F,500,S,1
2598,01,0,1,0,0,1,37.0,0,27.0,0.0,1131.0,0.0,1318.0,F,535,P,0
2601,01,0,1,1,0,1,24.0,0,0.0,0.0,0.0,0.0,0.0,F,536,P,1
2602,01,0,1,1,0,1,34.0,0,0.0,0.0,0.0,0.0,0.0,E,158,P,0
2602,02,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,E,158,P,1
2602,03,0,1,1,0,1,25.0,0,0.0,0.0,0.0,0.0,0.0,E,158,P,0
2605,01,0,1,1,0,0,43.0,0,0.0,0.0,0.0,0.0,0.0,D,88,S,1
2607,01,1,0,1,0,1,63.0,0,0.0,0.0,0.0,0.0,0.0,B,99,S,1
2607,02,1,0,1,0,1,17.0,0,0.0,0.0,0.0,0.0,0.0,B,99,S,1
2607,03,1,0,0,0,0,35.0,0,0.0,1471.0,2.0,445.0,533.0,B,99,S,1
2607,04,1,0,0,0,1,12.0,0,0.0,0.0,0.0,0.0,0.0,B,99,S,1
2617,01,0,0,0,1,0,32.0,0,59.0,0.0,469.0,0.0,0.0,G,424,P,0
2619,01,0,0,0,0,0,17.0,0,2000.0,0.0,0.0,0.0,0.0,F,504,S,0
2622,01,0,0,0,0,0,34.0,0,492.0,0.0,13.0,55.0,0.0,F,505,S,0
2625,01,0,0,1,0,1,14.0,0,0.0,0.0,0.0,0.0,0.0,G,426,P,1
2625,02,0,0,0,0,1,22.0,0,0.0,1.0,271.0,0.0,1348.0,E,160,P,0
2626,01,0,0,0,0,1,19.0,0,232.0,0.0,479.0,0.0,5.0,F,543,P,0
2628,01,1,0,1,0,0,25.0,0,0.0,0.0,0.0,0.0,0.0,A,21,P,1
2628,02,1,0,0,0,0,51.0,0,0.0,6.0,0.0,2085.0,67.0,A,21,P,0
2629,01,0,0,0,0,1,22.0,0,91.0,6.0,0.0,17.0,693.0,G,427,P,0
2631,01,0,1,1,0,0,50.0,0,0.0,0.0,0.0,0.0,0.0,F,545,P,1
2638,01,0,0,0,0,1,26.0,0,0.0,29.0,0.0,759.0,0.0,E,181,S,0
2640,01,0,0,0,0,1,19.0,0,0.0,0.0,0.0,0.0,1051.0,F,510,S,0
2641,01,0,0,1,1,0,16.0,0,0.0,0.0,0.0,0.0,0.0,G,420,S,0
2643,01,0,0,0,1,0,34.0,0,122.0,0.0,6.0,739.0,0.0,F,511,S,0
2645,01,1,0,0,0,1,55.0,0,0.0,815.0,1558.0,3.0,1334.0,C,95,S,1
2645,02,1,0,0,0,1,42.0,0,3.0,2174.0,0.0,10860.0,2564.0,C,95,S,0
2645,03,1,0,1,0,1,14.0,0,0.0,0.0,0.0,0.0,0.0,C,95,S,1
2645,04,1,0,0,0,0,28.0,0,0.0,3053.0,0.0,839.0,2153.0,C,95,S,1
2645,05,1,0,1,0,0,26.0,0,0.0,0.0,0.0,0.0,0.0,C,95,S,1
2646,01,1,0,0,0,0,33.0,0,0.0,286.0,1795.0,712.0,7041.0,B,80,P,0
2647,01,0,0,0,0,1,24.0,0,0.0,0.0,0.0,636.0,68.0,F,547,P,0
2648,01,0,0,0,0,1,23.0,0,490.0,313.0,0.0,6.0,0.0,G,421,S,0
2649,01,0,1,0,0,1,16.0,0,46.0,0.0,1994.0,0.0,677.0,D,79,P,0
2650,01,0,0,1,0,1,36.0,0,0.0,0.0,0.0,0.0,0.0,G,431,P,0
2651,01,1,0,1,0,0,44.0,0,0.0,0.0,0.0,0.0,0.0,B,100,S,1
2652,01,0,0,0,0,1,22.0,0,0.0,0.0,670.0,0.0,32.0,F,513,S,1
2655,01,0,0,1,0,1,30.0,0,0.0,0.0,0.0,0.0,0.0,G,422,S,0
2657,01,0,0,0,0,1,20.0,0,0.0,27.0,1.0,686.0,1.0,F,514,S,0
2661,01,0,0,0,0,1,19.0,0,1.0,4.0,0.0,750.0,3.0,F,515,S,0
2661,02,0,0,1,0,1,21.0,0,0.0,0.0,0.0,0.0,0.0,G,423,S,1
2663,01,0,0,0,0,0,13.0,0,0.0,0.0,0.0,4.0,811.0,F,552,P,1
2664,01,0,1,1,1,0,71.0,0,0.0,0.0,0.0,0.0,0.0,E,183,S,1
2666,01,0,1,1,0,1,28.0,0,0.0,0.0,0.0,0.0,0.0,E,184,S,0
2666,02,0,1,0,0,0,18.0,0,1874.0,0.0,260.0,0.0,0.0,E,184,S,0
2668,01,0,0,0,0,0,23.0,0,29.0,34.0,1.0,2838.0,0.0,F,516,S,0
2668,02,0,0,0,0,0,34.0,0,0.0,382.0,0.0,87.0,236.0,G,424,S,0
2670,01,0,0,0,0,1,20.0,0,4.0,790.0,0.0,15.0,0.0,G,432,P,0
2671,01,0,0,0,0,0,17.0,0,0.0,33.0,0.0,56.0,708.0,F,554,P,0
2672,01,0,0,0,1,0,21.0,0,970.0,0.0,213.0,8.0,86.0,F,555,P,0
2675,01,1,0,0,0,1,33.0,0,0.0,1554.0,3813.0,0.0,1435.0,C,97,S,1
2676,01,1,0,0,0,0,34.0,0,3551.0,1284.0,1865.0,90.0,0.0,B,81,P,1
2677,01,1,0,0,0,1,51.0,0,0.0,302.0,0.0,1367.0,669.0,D,90,S,0
2678,01,0,0,0,0,1,21.0,0,0.0,680.0,0.0,10.0,0.0,F,517,S,1
2682,01,0,0,0,0,1,31.0,0,880.0,0.0,0.0,8.0,0.0,G,434,P,0
2683,01,1,0,0,0,1,36.0,0,2.0,1297.0,0.0,4.0,0.0,A,32,S,1
2684,01,1,0,0,0,1,39.0,0,0.0,7116.0,0.0,13208.0,1515.0,B,83,P,0
2685,01,0,0,0,0,1,26.0,0,886.0,0.0,0.0,0.0,21.0,G,435,P,0
2687,01,0,0,0,0,1,51.0,0,0.0,1347.0,0.0,43.0,0.0,F,556,P,1
2690,01,0,0,0,0,0,27.0,0,339.0,104.0,116.0,160.0,0.0,E,185,S,1
2691,01,0,0,0,0,1,31.0,0,0.0,243.0,1.0,559.0,0.0,F,558,P,0
2693,01,1,0,0,0,1,57.0,0,0.0,1514.0,0.0,72.0,1393.0,A,22,P,0
2693,02,1,0,0,0,0,36.0,1,11.0,79.0,0.0,210.0,1895.0,A,22,P,0
2693,03,1,0,0,0,1,55.0,0,0.0,846.0,0.0,263.0,2024.0,A,22,P,0
2695,01,0,1,0,0,1,18.0,0,947.0,0.0,4.0,4.0,0.0,E,186,S,0
2698,01,1,0,0,0,1,50.0,0,0.0,2684.0,0.0,153.0,1751.0,C,94,P,0
2700,01,0,0,0,0,1,24.0,0,45.0,138.0,1.0,0.0,530.0,F,520,S,0
2701,01,0,0,1,1,0,20.0,0,0.0,0.0,0.0,0.0,0.0,G,428,S,1
2702,01,0,0,1,0,1,24.0,0,0.0,0.0,0.0,0.0,0.0,G,437,P,1
2703,01,0,0,0,0,1,18.0,0,0.0,617.0,0.0,0.0,10.0,G,429,S,0
2704,01,0,0,0,0,1,44.0,0,1178.0,1.0,348.0,0.0,0.0,F,521,S,0
2706,01,1,0,1,0,0,27.0,0,0.0,0.0,0.0,0.0,0.0,B,102,S,1
2707,01,1,0,0,0,1,58.0,0,1113.0,1650.0,0.0,194.0,510.0,B,103,S,1
2707,02,1,0,1,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,B,103,S,1
2708,01,0,0,0,1,0,23.0,0,3.0,548.0,37.0,0.0,12.0,F,522,S,1
2709,01,0,1,1,0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,F,523,S,1
2709,02,0,1,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,F,523,S,1
2712,01,1,0,1,0,1,44.0,0,0.0,0.0,0.0,0.0,0.0,B,105,S,1
2713,01,0,0,1,0,1,20.0,0,0.0,0.0,0.0,0.0,0.0,G,438,P,1
2717,01,0,0,0,0,1,18.0,0,130.0,0.0,13.0,191.0,554.0,G,431,S,0
2718,01,1,0,1,0,1,72.0,0,0.0,0.0,0.0,0.0,0.0,B,106,S,1
2720,01,0,0,0,1,0,23.0,0,171.0,2373.0,1.0,30.0,985.0,G,439,P,0
2720,02,0,0,0,0,1,11.0,0,0.0,0.0,0.0,0.0,0.0,G,439,P,0
2720,03,0,0,1,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,G,439,P,1
2721,01,0,0,0,1,0,25.0,0,21.0,746.0,55.0,0.0,4.0,F,563,P,0
2722,01,0,1,1,0,0,25.0,0,0.0,0.0,0.0,0.0,0.0,D,93,S,1
2723,01,1,0,1,0,1,24.0,0,0.0,0.0,0.0,0.0,0.0,C,99,S,1
2723,02,1,0,0,0,1,54.0,0,0.0,5876.0,0.0,0.0,914.0,C,99,S,1
2724,01,0,1,1,0,0,17.0,0,0.0,0.0,0.0,0.0,0.0,F,564,P,1
2724,02,0,1,0,0,1,48.0,0,1200.0,0.0,38.0,48.0,0.0,F,564,P,0
2725,01,0,0,0,0,1,40.0,0,0.0,0.0,362.0,272.0,0.0,F,565,P,0
2726,01,0,0,1,0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,G,440,P,0
2727,01,0,0,0,0,1,32.0,0,0.0,9.0,11.0,784.0,63.0,F,525,S,0
2729,01,0,0,1,0,1,15.0,0,0.0,0.0,0.0,0.0,0.0,G,432,S,1
2730,02,0,0,0,0,1,16.0,0,0.0,1115.0,0.0,1674.0,132.0,F,527,S,0
2732,02,0,0,0,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,G,435,S,0
2734,01,0,1,0,0,1,10.0,0,0.0,0.0,0.0,0.0,0.0,F,567,P,1
2736,01,0,1,0,0,1,27.0,1,1709.0,4.0,24.0,0.0,0.0,D,81,P,0
2737,01,1,0,0,0,0,45.0,0,0.0,726.0,0.0,281.0,1257.0,C,100,S,1
2737,02,1,0,0,0,1,26.0,0,2381.0,1772.0,0.0,0.0,2618.0,C,100,S,0
2738,01,0,1,0,0,1,29.0,0,1049.0,0.0,0.0,0.0,0.0,E,187,S,0
2740,01,0,0,0,0,1,19.0,0,1.0,143.0,0.0,254.0,107.0,E,163,P,1
2741,01,0,1,0,0,1,43.0,0,471.0,0.0,133.0,2.0,692.0,E,164,P,0
2743,01,0,0,0,0,1,15.0,0,746.0,0.0,2.0,0.0,11.0,F,528,S,0
2746,01,0,1,0,0,1,52.0,0,758.0,0.0,356.0,5.0,0.0,F,569,P,0
2748,01,0,0,0,0,0,29.0,0,143.0,548.0,0.0,0.0,0.0,F,529,S,1
2752,01,0,0,0,0,1,9.0,0,0.0,0.0,0.0,0.0,0.0,G,444,P,0
2752,03,0,0,0,0,1,58.0,0,0.0,82.0,0.0,758.0,0.0,E,165,P,1
2753,01,0,0,0,1,0,39.0,0,0.0,0.0,0.0,0.0,907.0,E,188,S,0
2754,01,0,0,0,0,1,13.0,0,911.0,1.0,0.0,74.0,0.0,E,166,P,0
2755,01,1,0,1,0,0,36.0,0,0.0,0.0,0.0,0.0,0.0,B,85,P,1
2756,01,0,1,0,0,0,23.0,0,253.0,0.0,0.0,888.0,0.0,F,572,P,0
2759,01,0,0,0,0,1,33.0,0,0.0,0.0,170.0,14.0,810.0,E,167,P,0
2760,03,0,0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,G,438,S,1
2762,01,0,0,0,0,1,36.0,0,625.0,0.0,260.0,0.0,0.0,G,439,S,0
2762,02,0,0,0,0,0,15.0,0,254.0,0.0,10.0,180.0,0.0,G,439,S,0
2763,01,0,0,0,0,1,31.0,0,91.0,756.0,0.0,0.0,12.0,E,168,P,1
2764,01,0,0,0,0,1,42.0,0,0.0,0.0,213.0,166.0,1209.0,E,189,S,1
2765,01,0,1,0,0,1,27.0,0,1502.0,1.0,0.0,0.0,0.0,F,532,S,0
2768,02,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,G,442,S,0
2768,03,0,0,1,0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,G,442,S,0
2770,01,0,0,0,0,1,56.0,0,0.0,1721.0,0.0,96.0,0.0,G,443,S,0
2772,01,0,0,0,0,1,23.0,0,0.0,0.0,0.0,757.0,0.0,G,444,S,0
2773,01,0,1,0,0,1,25.0,0,314.0,2.0,648.0,92.0,0.0,D,94,S,0
2774,01,0,0,0,0,1,29.0,0,3.0,0.0,3.0,0.0,697.0,F,575,P,0
2774,02,0,0,0,0,1,17.0,0,0.0,1195.0,31.0,0.0,0.0,F,575,P,0
2774,03,0,0,0,0,1,13.0,0,412.0,4.0,0.0,0.0,551.0,F,575,P,0
2780,01,0,0,0,0,1,24.0,0,14.0,702.0,0.0,0.0,0.0,F,578,P,0
2781,01,0,0,1,0,1,38.0,0,0.0,0.0,0.0,0.0,0.0,G,447,P,0
2783,01,1,0,1,0,0,21.0,0,0.0,0.0,0.0,0.0,0.0,D,83,P,1
2783,02,1,0,0,0,0,29.0,0,2.0,8.0,0.0,2864.0,155.0,D,83,P,0
2784,01,0,0,0,0,1,46.0,0,0.0,0.0,1661.0,52.0,8.0,G,448,P,1
2786,01,0,0,0,1,0,53.0,0,0.0,1.0,0.0,195.0,493.0,E,190,S,1
2788,01,0,0,1,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,G,449,P,0
2789,01,0,0,1,0,1,31.0,0,0.0,0.0,0.0,0.0,0.0,G,450,P,0
2790,02,1,0,0,0,0,41.0,0,0.0,320.0,4333.0,1313.0,51.0,B,86,P,0
2790,03,1,0,0,0,1,29.0,0,3.0,933.0,0.0,674.0,731.0,B,86,P,0
2790,04,1,0,0,0,0,54.0,0,0.0,37.0,0.0,4689.0,0.0,B,86,P,0
2790,05,1,0,0,0,0,43.0,0,0.0,9923.0,660.0,10.0,266.0,B,86,P,1
2792,01,0,0,1,1,0,36.0,0,0.0,0.0,0.0,0.0,0.0,G,446,S,1
2793,01,0,0,0,0,1,48.0,0,784.0,87.0,0.0,0.0,1.0,E,169,P,1
2795,01,1,0,0,0,1,34.0,0,10.0,5659.0,15.0,3.0,0.0,C,103,S,1
2795,02,1,0,0,0,1,42.0,0,0.0,802.0,0.0,2622.0,671.0,C,103,S,0
2797,01,0,0,0,0,1,22.0,0,0.0,0.0,0.0,0.0,1345.0,F,580,P,0
2798,02,1,0,1,0,0,38.0,0,0.0,0.0,0.0,0.0,0.0,A,23,P,1
2799,01,0,0,0,0,1,21.0,0,3.0,0.0,0.0,881.0,0.0,G,447,S,0
2801,01,1,0,0,0,1,27.0,0,1.0,767.0,0.0,13104.0,3657.0,B,87,P,0
2802,01,0,0,0,0,1,23.0,0,18.0,2595.0,0.0,0.0,122.0,F,581,P,1
2805,01,0,0,0,0,1,19.0,0,0.0,0.0,366.0,268.0,0.0,F,582,P,0
2806,01,0,1,0,0,1,28.0,0,948.0,0.0,64.0,170.0,0.0,D,95,S,0
2807,01,0,0,0,0,1,33.0,0,0.0,0.0,154.0,22.0,820.0,E,171,P,0
2807,02,0,0,1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,G,452,P,0
2807,03,0,0,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,G,452,P,1
2809,01,0,0,1,0,1,41.0,0,0.0,0.0,0.0,0.0,0.0,G,453,P,1
2810,01,0,0,1,0,1,19.0,0,0.0,0.0,0.0,0.0,0.0,G,454,P,0
2811,01,0,0,0,0,1,44.0,0,0.0,0.0,0.0,0.0,871.0,F,537,S,0
2812,01,0,1,0,0,0,43.0,0,803.0,0.0,384.0,120.0,0.0,F,538,S,1
2813,01,0,0,1,0,1,14.0,0,0.0,0.0,0.0,0.0,0.0,G,449,S,1
2818,01,0,1,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,F,585,P,1
2818,02,0,1,1,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,F,585,P,1
2818,03,0,1,0,0,1,24.0,0,165.0,0.0,981.0,2.0,0.0,F,585,P,1
2819,01,0,0,0,0,1,38.0,0,77.0,169.0,0.0,0.0,470.0,F,586,P,0
2820,01,0,0,1,0,1,44.0,0,0.0,0.0,0.0,0.0,0.0,G,457,P,1
2821,01,0,0,1,0,0,57.0,0,0.0,0.0,0.0,0.0,0.0,G,458,P,1
2823,01,0,1,1,0,1,21.0,0,0.0,0.0,0.0,0.0,0.0,F,587,P,1
2824,01,1,0,1,0,0,35.0,0,0.0,0.0,0.0,0.0,0.0,C,104,S,1
2826,01,1,0,0,0,0,28.0,0,1581.0,213.0,0.0,18.0,3051.0,C,96,P,0
2826,02,1,0,0,0,1,49.0,0,20.0,6807.0,174.0,3538.0,2473.0,C,96,P,0
2831,01,1,0,0,0,1,23.0,0,0.0,824.0,0.0,495.0,1479.0,D,86,P,1
2831,02,1,0,0,0,1,19.0,0,0.0,1.0,0.0,2085.0,55.0,D,86,P,0
2834,01,1,0,0,0,1,40.0,1,0.0,11.0,0.0,2205.0,1295.0,C,105,S,1
2838,01,0,1,0,0,1,22.0,0,0.0,0.0,0.0,0.0,0.0,E,174,P,0
2839,01,1,0,0,0,1,51.0,0,1.0,3935.0,0.0,146.0,0.0,C,107,S,1
2840,01,0,0,0,0,0,44.0,0,672.0,0.0,0.0,0.0,20.0,F,540,S,0
2843,01,0,1,0,0,1,50.0,0,357.0,0.0,657.0,0.0,0.0,E,175,P,0
2846,01,0,0,1,0,1,28.0,0,0.0,0.0,0.0,0.0,0.0,G,452,S,1
2847,01,0,0,1,0,1,13.0,0,0.0,0.0,0.0,0.0,0.0,G,464,P,1
2853,01,0,0,0,0,1,20.0,0,56.0,757.0,111.0,0.0,0.0,F,544,S,1
2858,01,1,0,1,0,1,36.0,0,0.0,0.0,0.0,0.0,0.0,C,109,S,1
2858,02,1,0,1,0,1,16.0,0,0.0,0.0,0.0,0.0,0.0,C,109,S,1
2860,01,0,0,0,1,0,18.0,0,154.0,22.0,77.0,1053.0,0.0,F,546,S,1
2861,01,0,0,0,0,1,17.0,0,5.0,756.0,0.0,0.0,0.0,F,547,S,1
2862,01,0,1,1,0,1,32.0,0,0.0,0.0,0.0,0.0,0.0,E,193,S,1
2863,01,0,0,0,0,1,27.0,0,0.0,2.0,49.0,0.0,801.0,G,466,P,0
2865,01,0,1,0,0,1,34.0,0,2904.0,23.0,7.0,0.0,81.0,D,88,P,0
2865,02,0,1,0,0,1,53.0,0,520.0,0.0,442.0,0.0,0.0,D,88,P,1
2866,01,1,0,1,0,1,36.0,1,0.0,0.0,0.0,0.0,0.0,C,110,S,1
2867,01,0,1,0,0,1,41.0,0,71.0,0.0,1617.0,31.0,0.0,D,89,P,0
2867,02,0,1,0,0,1,51.0,0,819.0,4.0,92.0,38.0,0.0,E,176,P,0
2869,01,0,0,1,1,0,61.0,0,0.0,0.0,0.0,0.0,0.0,G,467,P,1
2870,01,0,0,0,0,1,59.0,0,0.0,0.0,1.0,920.0,1.0,G,454,S,1
2871,02,1,0,1,0,1,27.0,0,0.0,0.0,0.0,0.0,0.0,B,88,P,1
2872,01,0,0,0,1,0,57.0,0,0.0,1431.0,0.0,30.0,337.0,G,455,S,1
2875,01,1,0,1,0,0,55.0,0,0.0,0.0,0.0,0.0,0.0,B,107,S,1
2876,01,0,0,0,0,1,42.0,0,173.0,656.0,0.0,0.0,23.0,G,456,S,0
2877,01,0,0,0,0,1,36.0,0,418.0,40.0,7.0,338.0,0.0,F,592,P,0
2878,01,0,1,0,0,1,42.0,0,44.0,0.0,3648.0,0.0,9.0,F,593,P,1
2880,01,0,0,1,1,0,32.0,0,0.0,0.0,0.0,0.0,0.0,G,468,P,0
2881,01,0,0,0,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,G,457,S,0
2882,01,0,0,1,0,1,15.0,0,0.0,0.0,0.0,0.0,0.0,G,458,S,0
2883,01,0,0,0,0,1,28.0,0,0.0,93.0,1282.0,0.0,0.0,F,595,P,1
2887,01,0,0,0,0,1,44.0,0,0.0,0.0,744.0,62.0,3.0,G,459,S,0
2888,01,0,1,0,0,1,71.0,1,901.0,0.0,1698.0,0.0,0.0,F,597,P,0
2890,01,1,0,0,0,1,44.0,0,0.0,351.0,0.0,3.0,3447.0,B,89,P,0
2890,02,1,0,1,0,1,36.0,0,0.0,0.0,0.0,0.0,0.0,B,89,P,1
2891,01,0,0,0,0,1,18.0,0,4.0,904.0,0.0,0.0,1.0,G,460,S,0
2892,01,0,0,0,1,0,3.0,0,0.0,0.0,0.0,0.0,0.0,G,469,P,1
2892,02,0,0,1,0,0,12.0,0,0.0,0.0,0.0,0.0,0.0,G,469,P,0
2892,03,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,G,469,P,1
2892,04,0,0,0,0,1,29.0,0,0.0,1311.0,0.0,0.0,0.0,F,598,P,0
2892,05,0,0,0,0,1,9.0,0,0.0,0.0,0.0,0.0,0.0,G,469,P,0
2893,01,0,0,0,0,0,27.0,0,688.0,307.0,779.0,0.0,19.0,G,470,P,0
2894,01,0,0,0,1,0,24.0,0,0.0,0.0,443.0,244.0,1.0,F,599,P,0
2897,01,0,0,0,0,1,38.0,0,1.0,0.0,288.0,0.0,556.0,G,461,S,1
2899,01,0,1,0,0,1,28.0,0,523.0,0.0,0.0,970.0,0.0,F,600,P,0
2901,01,0,0,0,0,1,16.0,0,0.0,20.0,0.0,300.0,681.0,F,601,P,0
2902,01,0,0,0,0,1,33.0,0,123.0,760.0,0.0,0.0,0.0,G,471,P,0
2907,01,0,0,0,0,1,25.0,0,0.0,9.0,2005.0,0.0,5.0,F,552,S,1
2909,01,0,0,1,0,0,7.0,0,0.0,0.0,0.0,0.0,0.0,G,473,P,0
2910,01,0,0,0,1,0,32.0,0,0.0,0.0,736.0,0.0,0.0,F,602,P,0
2912,01,0,1,1,0,1,34.0,0,0.0,0.0,0.0,0.0,0.0,E,178,P,0
2913,01,0,1,0,0,1,49.0,0,21.0,25.0,1509.0,0.0,1042.0,F,603,P,0
2919,01,0,1,0,0,1,43.0,0,13.0,2119.0,315.0,0.0,261.0,D,96,S,1
2919,02,0,1,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,F,555,S,1
2920,01,0,0,0,0,1,23.0,0,0.0,179.0,569.0,0.0,0.0,F,606,P,1
2925,01,0,1,0,0,1,43.0,0,336.0,11.0,796.0,15.0,0.0,F,609,P,1
2925,02,0,1,1,0,0,23.0,0,0.0,0.0,0.0,0.0,0.0,F,609,P,1
2927,01,0,1,1,0,0,41.0,0,0.0,0.0,0.0,0.0,0.0,F,611,P,1
2928,01,1,0,0,0,0,54.0,1,0.0,2062.0,2.0,19.0,1618.0,B,92,P,0
2928,03,1,0,1,0,1,44.0,0,0.0,0.0,0.0,0.0,0.0,B,92,P,1
2929,01,0,0,1,1,0,48.0,0,0.0,0.0,0.0,0.0,0.0,G,467,S,1
2934,01,0,0,0,1,0,20.0,0,0.0,689.0,0.0,0.0,0.0,F,557,S,0
2936,01,0,0,0,0,1,21.0,0,15.0,30.0,11.0,2.0,388.0,G,468,S,0
2938,01,1,0,1,0,1,68.0,0,0.0,0.0,0.0,0.0,0.0,C,100,P,1
2940,01,0,0,0,1,0,23.0,0,5.0,308.0,363.0,7.0,0.0,F,615,P,1
2942,01,0,0,0,0,1,35.0,0,198.0,44.0,97.0,30.0,510.0,F,558,S,0
2943,01,0,0,1,0,1,22.0,0,0.0,0.0,0.0,0.0,0.0,G,478,P,0
2944,01,0,0,0,0,1,51.0,0,214.0,3.0,16.0,569.0,0.0,F,559,S,0
2944,03,0,0,1,0,0,29.0,0,0.0,0.0,0.0,0.0,0.0,G,469,S,0
2944,04,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,G,469,S,1
2945,01,0,0,1,0,0,39.0,0,0.0,0.0,0.0,0.0,0.0,G,479,P,1
2948,01,1,0,0,0,1,55.0,0,0.0,1971.0,77.0,577.0,1050.0,C,112,S,1
2950,01,0,0,0,0,1,20.0,0,310.0,0.0,374.0,0.0,5.0,F,617,P,0
2954,01,0,0,0,0,0,18.0,0,235.0,0.0,101.0,0.0,316.0,F,619,P,1
2956,01,0,0,0,1,0,28.0,0,3.0,141.0,0.0,0.0,1689.0,G,470,S,0
2958,01,0,0,0,0,1,26.0,0,1822.0,0.0,4.0,107.0,1204.0,F,561,S,0
2961,01,0,0,0,0,1,56.0,0,0.0,54.0,0.0,724.0,0.0,F,621,P,0
2962,01,0,1,0,0,1,25.0,0,1228.0,0.0,132.0,0.0,0.0,E,180,P,0
2964,01,1,0,0,0,1,26.0,0,2050.0,8525.0,0.0,270.0,636.0,A,35,S,0
2965,01,0,0,0,0,1,14.0,0,0.0,0.0,709.0,258.0,3.0,F,622,P,0
2966,01,0,0,0,0,1,21.0,0,2.0,417.0,323.0,0.0,84.0,E,181,P,1
2971,01,1,0,0,0,1,38.0,0,0.0,3135.0,0.0,26.0,3.0,T,3,P,1
2972,01,0,0,0,0,1,14.0,0,0.0,1.0,1441.0,0.0,190.0,E,182,P,1
2979,01,1,0,0,0,1,33.0,0,0.0,0.0,0.0,0.0,0.0,B,93,P,0
2982,01,1,0,1,0,0,33.0,0,0.0,0.0,0.0,0.0,0.0,B,111,S,1
2983,01,0,0,0,0,1,13.0,0,0.0,0.0,31.0,0.0,810.0,E,183,P,1
2984,01,1,0,0,0,1,37.0,0,0.0,210.0,0.0,4114.0,0.0,D,97,S,0
2986,01,0,1,0,0,1,15.0,0,5711.0,0.0,2516.0,0.0,1370.0,E,197,S,0
2988,01,1,0,0,0,0,33.0,0,396.0,1280.0,7.0,308.0,4941.0,A,36,S,0
2990,01,0,0,1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,G,472,S,1
2994,01,0,0,0,0,1,24.0,0,173.0,0.0,14.0,0.0,603.0,E,198,S,0
2995,01,1,0,1,0,0,26.0,0,0.0,0.0,0.0,0.0,0.0,B,94,P,1
2995,02,1,0,1,0,0,40.0,0,0.0,0.0,0.0,0.0,0.0,B,94,P,1
3000,01,0,0,0,0,1,19.0,0,736.0,0.0,0.0,0.0,1.0,F,627,P,0
3001,01,1,0,0,0,0,38.0,1,0.0,1577.0,0.0,425.0,4359.0,C,101,P,0
3003,01,1,0,1,0,1,45.0,0,0.0,0.0,0.0,0.0,0.0,C,114,S,1
3004,01,0,0,1,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,G,473,S,1
3004,02,0,0,0,0,1,32.0,0,0.0,53.0,0.0,744.0,0.0,F,572,S,0
3005,01,0,1,1,0,1,70.0,0,0.0,0.0,0.0,0.0,0.0,F,573,S,1
3006,01,0,0,0,1,0,19.0,0,23.0,0.0,0.0,0.0,732.0,G,474,S,0
3009,01,0,1,1,1,0,55.0,0,0.0,0.0,0.0,0.0,0.0,E,185,P,1
3010,01,1,0,0,0,1,48.0,0,0.0,8403.0,0.0,7627.0,83.0,B,96,P,0
