CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Europa,Mars,no_info,PSO J318.5-22,TRAPPIST-1e,no_info,B,C,D,E,F,G,T,no_info,S,no_info,02,03,04,05,06,07,08
0,0.2912186379689188,0,-0.17412962338235138,-0.2810267305009518,1.5342299031857598,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,-1.8010869223685297,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0.7096797500364085,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.5701927126805786,0,0.02572470770809991,-0.27977336116078866,0.9004217752830889,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.22147511929100383,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,0.4117388129799812,-0.26035792794641477,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.05749895542065597,0,-0.33310465947702855,0.25980213977944416,-0.2835786325139853,-0.2555214769211956,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0.6399362313584935,0,-0.33310465947702855,-0.27601325314029923,0.9472466501677188,-0.14623650267639565,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,-0.5457035861660606,0,-0.33310465947702855,0.07994363946603324,-0.2819063155538199,-0.25285598974449314,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.7549341421998055,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,-0.9641646982335503,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1.0583973434259832,0,-0.33310465947702855,1.2894450527234655,-0.2835786325139853,0.9377282825159287,0.37364666596067253,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.0583973434259832,0,-0.20289653467567392,0.04798272129187311,-0.25682156115133953,-0.22708961370303626,-0.228613608919078,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5004491940026636,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,3.733824330876786,4.7534809050935,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.05749895542065597,0,-0.33310465947702855,-0.2810267305009518,11.596561052500723,-0.2706259042558427,-0.26300328786535954,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.9641646982335503,0,1.5806519655103233,-0.2810267305009518,-0.28023399859365455,-0.2501905025677907,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1.1281408621038982,0,-0.33310465947702855,-0.2653596137489125,-0.13808705697959905,0.608096368330394,0.162017872445094,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.19698599277648587,0,-0.33310465947702855,0.05111614464228096,-0.28023399859365455,-0.2626294427257354,0.09235672791288274,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.1978843807818131,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.2667295114544008,0,-0.3315906115142221,-0.2810267305009518,-0.22003058802770165,-0.2644064341768704,0.3895188254743409,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1.1978843807818131,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,-0.9641646982335503,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0.5701927126805786,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,-0.6154471048439756,0,-0.33310465947702855,-0.14628952643341397,-0.2835786325139853,0.21005028327616346,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1.1281408621038982,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-1.52211284765687,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,-1.6615998850126998,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0.6399362313584935,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0.08198808193517393,0,0.07417424251790629,-0.22086500217312094,0.13784524144768515,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.011597523514861565,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-2.0103174784022744,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,-0.6154471048439756,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.8491667873922384,0,-0.3315906115142221,0.29677653531425685,-0.27688936467332387,-0.2217586393496314,-0.24977648827063587,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.7549341421998055,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.012244563257258978,1,5.55199977195164,-0.2810267305009518,-0.2835786325139853,-0.25996395554903295,-0.26300328786535954,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.6851906235218905,0,4.355901881334544,-0.2810267305009518,-0.26852777987249704,-0.2706259042558427,-0.07518273362028359,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.36096215664683373,0,2.654111971140096,-0.2810267305009518,-0.12136388737794547,-0.23419757950757608,-0.26035792794641477,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.5004491940026636,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1.7558325302051327,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.6851906235218905,0,-0.08480079357677088,-0.2810267305009518,1.0258455472954908,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.5457035861660606,0,0.43148956174022834,-0.2810267305009518,2.9807840737287954,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,-0.4062165488102307,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0.4307056753247487,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0.36096215664683373,0,-0.33310465947702855,1.9048493987435686,-0.2835786325139853,3.588111031883719,-0.22949539555872625,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,-0.4759600674881457,0,-0.33310465947702855,0.08307706281644109,0.09436500048338582,-0.20487722056384927,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,-0.3364730301323158,0,-0.30130965225809314,-0.2810267305009518,0.868647753039947,-0.25996395554903295,-0.26300328786535954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.7549341421998055,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.3364730301323158,0,3.7517967441747713,-0.2810267305009518,0.21978877249578774,-0.2635179384513029,-0.25859435466711833,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0.2912186379689188,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.3364730301323158,0,-0.1499048559774482,-0.13250246369161942,-0.27688936467332387,0.07322194153877168,-0.21538680932435436,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.7549341421998055,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,-0.6851906235218905,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.9886538247480683,0,-0.33310465947702855,-0.2810267305009518,0.9238342127254039,-0.2706259042558427,-0.26300328786535954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0583973434259832,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,-0.2667295114544008,0,-0.33310465947702855,2.820435701732744,-0.2835786325139853,0.13097416370065781,-0.24977648827063587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.2667295114544008,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,-0.4062165488102307,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,-0.4062165488102307,0,2.233206637479903,-0.2810267305009518,-0.2835786325139853,-0.24308253676325087,0.04474024937187757,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.6154471048439756,0,0.35881525952551874,-0.2810267305009518,0.0007152507141257225,0.7351512570865436,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.8708304410464447,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.19698599277648587,0,2.054548977868742,-0.27977336116078866,-0.2835786325139853,-0.24397103248881835,-0.26300328786535954,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.6399362313584935,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.9405739597243596,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,-1.1733952542672952,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,-1.8708304410464447,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,-0.2667295114544008,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,-1.9405739597243596,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,-2.0103174784022744,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1.7558325302051327,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,-0.5457035861660606,0,0.45571432914513155,-0.2810267305009518,-0.27688936467332387,-0.03872851988273069,-0.26212150122571126,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.6851906235218905,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.3364730301323158,0,-0.33310465947702855,-0.26661298308907566,-0.2835786325139853,-0.10714269075142657,1.9996612294720342,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.6154471048439756,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.4062165488102307,0,-0.12265199264693212,-0.2810267305009518,-0.2819063155538199,-0.1355745539695859,0.04914918257011879,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0.012244563257258978,0,-0.33310465947702855,-0.2810267305009518,-0.28023399859365455,0.4277317360401958,0.2607779760856973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,-1.0339082169114653,0,-0.3225063237373834,0.20841399683275533,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.6851906235218905,0,-0.33310465947702855,0.16642612393729006,-0.28023399859365455,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,-0.4062165488102307,0,-0.33310465947702855,-0.2572127130378521,-0.1364147400194337,-0.2670719213535728,0.23167901697730528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2.313780679628452,0,0.7448974900411633,-0.27977336116078866,0.25490742865926025,-0.2706259042558427,0.19288040483278254,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.4062165488102307,0,-0.33310465947702855,-0.2810267305009518,0.5258227762060484,-0.10358870784915666,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2.5230112356621968,0,-0.33310465947702855,0.24225496901716018,-0.2835786325139853,-0.23686306668427853,-0.26300328786535954,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.267627899459728,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2.6624982730180267,0,-0.21803701430373842,-0.2709997757796466,-0.2835786325139853,1.7258239910942827,0.7651599339644928,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-1.0339082169114653,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.8491667873922384,0,5.10838371884935,1.8653682645284295,-0.2835786325139853,-0.2706259042558427,-0.21185966276576138,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,-1.0339082169114653,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,-0.6851906235218905,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,-0.4759600674881457,0,-0.3103939400349318,-0.19203750734936867,-0.2835786325139853,-0.23419757950757608,0.17171752548122468,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0.36096215664683373,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.5230112356621968,0,-0.304337748183706,0.56123746608868,-0.27688936467332387,2.5636754603044154,-0.25594899474817356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.9189103060701533,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1,-0.4759600674881457,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.7558325302051327,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.36096215664683373,0,-0.26194440522512547,-0.10116823018754084,-0.2835786325139853,3.551682707135452,-0.26300328786535954,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,-0.12724247409857092,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2.6624982730180267,0,-0.3315906115142221,-0.2810267305009518,-0.27521704771315847,0.6374167272741209,-0.1298535052784747,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.2912186379689188,0,-0.33310465947702855,2.149883104745463,-0.2835786325139853,-0.22797810942860372,-0.20392358300892718,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.08198808193517393,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,-0.4759600674881457,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0.4307056753247487,0,1.55642719810542,-0.2810267305009518,-0.19160119970489053,-0.25996395554903295,-0.26300328786535954,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.4062165488102307,0,0.8100015524418407,-0.2810267305009518,-0.08122828033397686,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,1.407114936815558,0,-0.33310465947702855,-0.27726662248046235,0.8519245834382934,-0.25729846837233056,-0.09810918625113793,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0.5004491940026636,0,-0.28919726855564154,7.351992551092585,-0.2835786325139853,-0.18799580177806718,14.997196297887148,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.15173160061308888,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.7558325302051327,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,-2.0103174784022744,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,-0.011597523514861565,0,-0.33310465947702855,0.16705280860737165,-0.2835786325139853,-0.11958163090937128,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,1.7558325302051327,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,-1.312882291623125,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,-2.0103174784022744,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,-1.52211284765687,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,-0.2667295114544008,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.5701927126805786,0,-0.33310465947702855,-0.2709997757796466,0.25992437953975633,3.7062809633841938,0.9353447554166039,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,-0.9641646982335503,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,-0.19698599277648587,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,-1.52211284765687,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0.08198808193517393,0,0.5117341037689702,-0.2785199918206255,-0.2835786325139853,-0.11513915228153389,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,-0.6851906235218905,0,-0.33310465947702855,-0.27977336116078866,2.0559927947573517,-0.2706259042558427,-0.24713112835169113,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.08198808193517393,0,-0.33310465947702855,1.601534018424088,-0.2835786325139853,0.633862744371851,-0.26300328786535954,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.5457035861660606,0,0.517790295620196,-0.27977336116078866,-0.2835786325139853,-0.2706259042558427,-0.25330363482922885,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.5457035861660606,0,-0.3119079879977383,-0.26034613638825993,-0.2835786325139853,-0.2679604170791403,0.14879107285037035,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,2.1045501235947075,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.05749895542065597,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.22147511929100383,0,0.7464115380039698,-0.2810267305009518,-0.28023399859365455,-0.2706259042558427,-0.26212150122571126,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.6851906235218905,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,-1.52211284765687,0,-0.33310465947702855,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.8944211795556354,0,0.8735915668797115,-0.2810267305009518,-0.2835786325139853,-0.2706259042558427,-0.26300328786535954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.15173160061308888,1,-0.33310465947702855,-0.17699707526741096,-0.27688936467332387,1.663629290304559,0.03856774289433987,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
